# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Oct  3 16:09:29 2025
#
# User preference: *
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_score:      Disposition Score
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_duration_err1: Transit Duration Upper Unc. [hrs]
# COLUMN koi_duration_err2: Transit Duration Lower Unc. [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_depth_err1: Transit Depth Upper Unc. [ppm]
# COLUMN koi_depth_err2: Transit Depth Lower Unc. [ppm]
# COLUMN koi_ror:        Planet-Star Radius Ratio
# COLUMN koi_ror_err1:   Planet-Star Radius Ratio Upper Unc.
# COLUMN koi_ror_err2:   Planet-Star Radius Ratio Lower Unc.
# COLUMN koi_srho:       Fitted Stellar Density [g/cm**3]
# COLUMN koi_srho_err1:  Fitted Stellar Density Upper Unc. [g/cm**3]
# COLUMN koi_srho_err2:  Fitted Stellar Density Lower Unc. [g/cm**3]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_sma:        Orbit Semi-Major Axis [au]
# COLUMN koi_sma_err1:   Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN koi_sma_err2:   Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_teq_err1:   Equilibrium Temperature Upper Unc. [K]
# COLUMN koi_teq_err2:   Equilibrium Temperature Lower Unc. [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_insol_err1: Insolation Flux Upper Unc. [Earth flux]
# COLUMN koi_insol_err2: Insolation Flux Lower Unc. [Earth flux]
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K]
# COLUMN koi_steff_err2: Stellar Effective Temperature Lower Unc. [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_slogg_err1: Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN koi_slogg_err2: Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
# COLUMN koi_smass:      Stellar Mass [Solar mass]
# COLUMN koi_smass_err1: Stellar Mass Upper Unc. [Solar mass]
# COLUMN koi_smass_err2: Stellar Mass Lower Unc. [Solar mass]
#
loc_rowid,kepid,kepoi_name,koi_disposition,koi_pdisposition,koi_score,koi_period,koi_period_err1,koi_period_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2
343,10287723,K01174.01,CANDIDATE,CANDIDATE,,129995.778400000,0.0000000e+00,0.0000000e+00,9.40800,0.19800,-0.19800,1.4749e+03,4.680e+01,-4.680e+01,0.037707,6.342000e-03,-1.812000e-03,564.89948,396.66638,-5.36600,2.99,1.600e-01,-2.100e-01,44.9892,,,25.0,,,0.00,0.00,0.00,4500.00,153.00,-119.00,4.572,0.042,-0.028,0.7260,0.0390,-0.0520,0.7170,0.0540,-0.0490
344,10350571,K01175.01,CONFIRMED,CANDIDATE,0.9940,31.592580900,4.3710000e-04,-4.3710000e-04,13.56600,0.36700,-0.36700,1.4510e+02,6.100e+00,-6.100e+00,0.010989,3.410000e-04,-3.540000e-04,0.09773,0.02233,-0.02539,1.78,2.800e-01,-4.100e-01,0.1967,,,688.0,,,53.09,23.51,-23.96,5676.00,115.00,-104.00,4.100,0.203,-0.087,1.4870,0.2290,-0.3440,1.0160,0.0930,-0.0840
345,10350571,K01175.02,CONFIRMED,CANDIDATE,0.9970,17.157236000,1.8620000e-04,-1.8620000e-04,11.28400,0.24800,-0.24800,1.1040e+02,5.000e+00,-5.000e+00,0.009558,3.430000e-04,-3.620000e-04,0.09554,0.01196,-0.03008,1.55,2.400e-01,-3.600e-01,0.1309,,,844.0,,,119.87,53.10,-54.09,5676.00,115.00,-104.00,4.100,0.203,-0.087,1.4870,0.2290,-0.3440,1.0160,0.0930,-0.0840
346,3749365,K01176.01,CONFIRMED,CANDIDATE,0.9980,1.973760850,9.9000000e-08,-9.9000000e-08,1.82542,0.00776,-0.00776,3.0222e+04,3.130e+01,-3.130e+01,0.159864,4.900000e-03,-2.692000e-03,3.77736,0.88924,-1.23737,8.78,1.430e+00,-2.130e+00,0.0250,,,753.0,,,76.10,62.11,-44.33,3807.00,291.00,-291.00,4.762,0.120,-0.080,0.5030,0.0820,-0.1220,0.5340,0.0810,-0.1320
347,11013201,K00972.01,CANDIDATE,CANDIDATE,0.6320,13.118962443,6.0390000e-06,-6.0390000e-06,4.30450,0.01220,-0.01220,3.7220e+02,1.500e+00,-1.500e+00,0.017826,1.630000e-04,-5.800000e-05,1.46058,0.00221,-0.33196,8.25,4.500e-01,-2.500e+00,0.1376,,,1768.0,,,2310.43,419.83,-1290.11,7221.00,114.00,-171.00,3.488,0.272,-0.048,4.2400,0.2270,-1.2840,2.0180,0.0290,-0.2480
348,11673674,K00133.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,4.618767792,2.7370000e-06,-2.7370000e-06,5.99570,0.04610,-0.04610,4.3991e+03,1.840e+01,-1.840e+01,0.066285,3.610000e-04,-5.480000e-04,0.07842,0.00711,-0.00552,7.48,2.170e+00,-1.170e+00,0.0531,,,1170.0,,,442.78,377.78,-163.58,6013.00,163.00,-181.00,4.381,0.128,-0.192,1.0330,0.3000,-0.1610,0.9380,0.1320,-0.1080
349,11013201,K00972.02,CANDIDATE,CANDIDATE,0.0000,7.821873280,2.2420000e-05,-2.2420000e-05,3.84170,0.07070,-0.07070,4.2200e+01,1.300e+00,-1.300e+00,0.006005,1.720000e-04,-1.000000e-04,1.18707,0.07340,-0.32452,2.78,1.500e-01,-8.400e-01,0.0975,,,2101.0,,,4601.71,836.19,-2569.52,7221.00,114.00,-171.00,3.488,0.272,-0.048,4.2400,0.2270,-1.2840,2.0180,0.0290,-0.2480
350,9414417,K00974.01,CANDIDATE,CANDIDATE,0.9990,53.505761100,1.5960000e-04,-1.5960000e-04,10.56160,0.07700,-0.07700,1.9560e+02,3.100e+00,-3.100e+00,0.013111,1.460000e-03,-2.240000e-04,0.28176,0.13451,-0.00879,2.52,1.600e-01,-1.200e-01,0.2934,,,675.0,,,49.16,9.16,-6.52,6247.00,75.00,-69.00,4.016,0.030,-0.027,1.7620,0.1120,-0.0840,1.1740,0.1400,-0.0560
351,3632418,K00975.01,CONFIRMED,CANDIDATE,1.0000,2.785821236,5.2580000e-06,-5.2580000e-06,3.55990,0.04160,-0.04160,6.8900e+01,1.500e+00,-1.500e+00,0.008919,6.300000e-05,-1.163000e-03,0.06279,0.38585,-0.00178,1.69,1.100e-01,-9.000e-02,0.0408,,,1784.0,,,2388.98,468.82,-366.72,6202.00,74.00,-83.00,4.026,0.033,-0.027,1.7330,0.1180,-0.0950,1.1620,0.1470,-0.0790
352,3441784,K00976.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,52.569018670,5.4750000e-05,-5.4750000e-05,6.75070,0.04980,-0.04980,2.6900e+04,1.740e+02,-1.740e+02,0.418905,6.654384e+00,-1.079900e-02,0.63883,6.03633,-0.02283,78.54,2.585e+01,-1.107e+01,0.3227,,,737.0,,,69.62,67.51,-27.31,7240.00,200.00,-343.00,4.178,0.072,-0.203,1.7170,0.5650,-0.2420,1.6200,0.2040,-0.2260
353,5820218,K01048.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,3.411758679,9.5640000e-06,-9.5640000e-06,3.15800,0.11800,-0.11800,5.7060e+02,1.920e+01,-1.920e+01,0.240197,1.222508e+01,-8.784600e-02,0.02410,4.26199,-0.00206,14.71,1.420e+00,-2.120e+00,0.0372,,,684.0,,,51.85,18.70,-18.94,3995.00,126.00,-140.00,4.710,0.071,-0.044,0.5610,0.0540,-0.0810,0.5820,0.0590,-0.0880
354,5876368,K01049.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.525426427,4.2600000e-07,-4.2600000e-07,1.08010,0.02580,-0.02580,3.2460e+02,6.600e+00,-6.600e+00,0.016596,4.520000e-04,-2.610000e-04,3.76613,0.12525,-1.37289,1.45,3.300e-01,-1.300e-01,0.0122,,,2069.0,,,4349.62,2913.03,-1157.64,5791.00,155.00,-173.00,4.575,0.038,-0.152,0.8020,0.1810,-0.0720,0.8890,0.0870,-0.0960
355,5809890,K01050.01,CONFIRMED,CANDIDATE,1.0000,1.269091415,1.0110000e-06,-1.0110000e-06,1.46470,0.02540,-0.02540,3.4090e+02,5.600e+00,-5.600e+00,0.016909,1.040000e-04,-6.980000e-04,2.78725,0.85288,-0.44132,1.41,1.000e-01,-6.000e-02,0.0214,,,1331.0,,,740.47,170.73,-121.46,5041.00,100.00,-100.00,4.576,0.028,-0.048,0.7660,0.0510,-0.0370,0.8070,0.0430,-0.0430
356,5809890,K01050.02,CONFIRMED,CANDIDATE,1.0000,2.853133997,4.3560000e-06,-4.3560000e-06,1.46500,0.04340,-0.04340,2.7710e+02,8.300e+00,-8.300e+00,0.016317,2.894000e-03,-1.390000e-03,3.11386,4.17586,-2.57552,1.36,1.000e-01,-6.000e-02,0.0367,,,1016.0,,,251.77,58.05,-41.30,5041.00,100.00,-100.00,4.576,0.028,-0.048,0.7660,0.0510,-0.0370,0.8070,0.0430,-0.0430
357,6131236,K01051.01,CONFIRMED,CANDIDATE,1.0000,6.796853530,2.2470000e-05,-2.2470000e-05,3.17020,0.08350,-0.08350,3.9310e+02,1.490e+01,-1.490e+01,0.019000,4.477000e-03,-8.430000e-04,0.95531,0.83251,-0.76935,2.01,6.200e-01,-2.000e-01,0.0714,,,985.0,,,222.91,206.66,-65.90,6061.00,180.00,-198.00,4.486,0.050,-0.200,0.9700,0.3000,-0.1000,1.0500,0.1420,-0.1420
358,9048161,K00146.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,8.667822346,6.0200000e-06,-6.0200000e-06,4.96580,0.02730,-0.02730,2.1219e+03,1.360e+01,-1.360e+01,0.326603,3.644230e-01,-1.500170e-01,0.03132,0.00673,-0.00197,67.37,1.641e+01,-3.046e+01,0.0850,,,1303.0,,,681.39,505.26,-502.55,6266.00,189.00,-207.00,3.923,0.443,-0.148,1.8890,0.4600,-0.8540,1.0890,0.1560,-0.1910
359,3218908,K01108.02,CONFIRMED,CANDIDATE,0.9930,1.475323222,4.3920000e-06,-4.3920000e-06,2.31550,0.07350,-0.07350,1.5490e+02,6.500e+00,-6.500e+00,0.011027,5.780000e-04,-2.830000e-04,1.03038,0.13094,-0.37244,5.88,8.500e-01,-1.970e+00,0.0309,,,2740.0,,,13331.51,4802.54,-7977.74,4941.00,49.00,-118.00,3.317,0.210,-0.105,4.8850,0.7010,-1.6360,1.8080,0.1810,-0.5780
360,3218908,K01108.03,CONFIRMED,CANDIDATE,1.0000,4.152461180,1.5840000e-05,-1.5840000e-05,2.57550,0.09010,-0.09010,2.2340e+02,9.900e+00,-9.900e+00,0.014280,3.127000e-03,-9.810000e-04,1.01229,1.01088,-0.78488,7.62,1.090e+00,-2.550e+00,0.0616,,,1941.0,,,3354.56,1208.44,-2007.41,4941.00,49.00,-118.00,3.317,0.210,-0.105,4.8850,0.7010,-1.6360,1.8080,0.1810,-0.5780
361,3235672,K01109.01,FALSE POSITIVE,FALSE POSITIVE,,6.721078300,,,7.46000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,2837111,K01110.01,CONFIRMED,CANDIDATE,0.9950,8.734885200,4.4250000e-05,-4.4250000e-05,4.49000,0.13000,-0.13000,2.7070e+02,1.170e+01,-1.170e+01,0.015161,4.570000e-04,-4.980000e-04,0.73476,0.18306,-0.17915,1.59,5.200e-01,-1.700e-01,0.0843,,,890.0,,,148.62,142.27,-45.37,5982.00,160.00,-195.00,4.493,0.054,-0.216,0.9600,0.3140,-0.1050,1.0470,0.1290,-0.1420
363,3120276,K01111.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,10.265476880,5.8870000e-05,-5.8870000e-05,3.73300,0.15700,-0.15700,3.9960e+02,2.290e+01,-2.290e+01,0.019462,4.528000e-03,-1.373000e-03,0.70563,1.02948,-0.62221,1.81,5.000e-01,-1.500e-01,0.0909,,,770.0,,,83.13,67.14,-21.50,5699.00,152.00,-169.00,4.553,0.033,-0.187,0.8530,0.2350,-0.0730,0.9500,0.0940,-0.1150
364,2307199,K00151.01,CANDIDATE,CANDIDATE,0.7520,13.447179100,1.2470000e-05,-1.2470000e-05,3.04540,0.05460,-0.05460,1.4282e+03,2.110e+01,-2.110e+01,0.046114,5.175000e-03,-3.796000e-03,0.27583,0.01691,-0.06473,5.24,1.640e+00,-7.000e-01,0.1109,,,848.0,,,122.34,112.28,-42.14,6276.00,169.00,-206.00,4.405,0.087,-0.203,1.0410,0.3260,-0.1400,1.0010,0.1580,-0.1150
365,3547091,K01177.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,3.305577989,7.1110000e-06,-7.1110000e-06,2.59030,0.08490,-0.08490,1.7971e+04,5.380e+02,-5.380e+02,0.335281,7.042512e+00,-6.169710e-01,0.54630,9.07503,-0.12451,25.89,4.320e+00,-2.020e+00,0.0399,,,1027.0,,,263.55,139.50,-64.68,5534.00,163.00,-163.00,4.629,0.035,-0.112,0.7070,0.1180,-0.0550,0.7860,0.0730,-0.0730
366,3869825,K01178.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,4.800653901,4.1420000e-06,-4.1420000e-06,9.04190,0.05500,-0.05500,1.5304e+04,6.370e+01,-6.370e+01,0.124793,5.000000e-04,-4.610000e-04,0.03205,0.00090,-0.00124,16.91,6.010e+00,-2.000e+00,0.0600,,,1347.0,,,778.45,793.72,-255.78,6715.00,161.00,-241.00,4.347,0.056,-0.224,1.2410,0.4410,-0.1470,1.2560,0.1910,-0.1740
367,3655332,K01179.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,15.066499010,1.2000000e-05,-1.2000000e-05,5.98850,0.04870,-0.04870,3.6348e+04,2.850e+02,-2.850e+02,0.317877,1.771482e+00,-7.088800e-02,0.34879,0.55571,-0.02034,56.44,9.300e+00,-1.395e+01,0.1206,,,932.0,,,177.96,76.69,-82.41,5751.00,77.00,-77.00,4.028,0.210,-0.090,1.6260,0.2680,-0.4020,1.0280,0.1000,-0.1000
368,4042026,K01180.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,34.820081580,1.2400000e-05,-1.2400000e-05,11.17110,0.02160,-0.02160,1.8848e+04,2.580e+01,-2.580e+01,0.132704,2.780000e-04,-1.950000e-04,0.16352,0.00122,-0.00362,11.36,1.160e+00,-1.160e+00,0.1894,,,459.0,,,10.49,3.84,-2.91,5114.00,153.00,-138.00,4.522,0.084,-0.063,0.7840,0.0800,-0.0800,0.7460,0.1030,-0.0590
369,3344419,K01181.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.651784374,1.9300000e-07,-1.9300000e-07,2.01410,0.01440,-0.01440,2.7793e+03,1.480e+01,-1.480e+01,0.290399,4.597730e-01,-1.234790e-01,0.18359,0.18034,-0.03168,33.65,8.940e+00,-5.490e+00,0.0146,,,2090.0,,,4500.59,3611.67,-1708.30,5555.00,166.00,-166.00,4.375,0.135,-0.180,1.0610,0.2820,-0.1730,0.9750,0.0940,-0.0850
370,11192141,K00977.01,FALSE POSITIVE,FALSE POSITIVE,1.0000,1.353771892,3.7510000e-06,-3.7510000e-06,7.01200,0.21200,-0.21200,1.3491e+03,2.330e+01,-2.330e+01,0.250431,5.502230e-01,-1.272870e-01,0.02376,0.04192,-0.00584,430.99,1.361e+02,-4.862e+01,0.0234,,,4903.0,,,136609.48,117403.45,-34984.84,4283.00,77.00,-60.00,2.012,0.112,-0.137,15.7600,4.9780,-1.7780,0.9310,0.4090,-0.0220
371,11494130,K00978.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,18.954916330,5.7990000e-05,-5.7990000e-05,24.24900,0.13200,-0.13200,8.6750e+02,4.300e+00,-4.300e+00,0.258011,2.441540e-01,-1.051780e-01,0.00046,0.00012,-0.00003,71.39,8.600e+00,-2.006e+01,0.1539,,,1139.0,,,397.48,143.16,-206.57,6362.00,129.00,-116.00,3.761,0.225,-0.075,2.5340,0.3050,-0.7120,1.3520,0.1690,-0.2070
372,5648449,K00979.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,4.348866254,7.7730000e-06,-7.7730000e-06,3.27970,0.07410,-0.07410,6.2560e+02,1.330e+01,-1.330e+01,0.219949,6.986680e+00,-2.466520e-01,0.03017,1.26434,-0.00047,2436.69,4.975e+02,-8.085e+02,0.0620,,,6421.0,,,401588.95,232894.16,-237326.16,3598.00,78.00,-78.00,0.650,0.258,-0.211,101.4510,20.7140,-33.6600,1.6790,0.0940,-0.5640
373,12167361,K00980.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,47.930945460,1.9040000e-05,-1.9040000e-05,2.68970,0.01600,-0.01600,2.1444e+03,1.080e+01,-1.080e+01,0.321419,2.263649e+00,-1.754590e-01,0.96115,1.63925,-0.06780,68.02,1.594e+01,-1.449e+01,0.3108,,,905.0,,,158.41,110.58,-75.58,8214.00,226.00,-340.00,4.104,0.145,-0.145,1.9380,0.4540,-0.4130,1.7370,0.1570,-0.2690
374,8607720,K00981.01,FALSE POSITIVE,FALSE POSITIVE,,3.997514220,8.4330000e-05,-8.4330000e-05,3.68600,0.83200,-0.83200,3.2800e+01,7.000e+00,-7.000e+00,0.005126,6.930000e-04,-5.160000e-04,0.68781,0.66786,-0.67689,2.98,6.000e-02,-6.000e-02,0.0548,,,2203.0,,,5563.95,576.45,-530.81,5066.00,75.00,-75.00,3.122,0.008,-0.008,5.3240,0.1070,-0.1070,1.3720,0.0730,-0.0730
375,1433962,K00982.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.592633181,,,5.56050,,,6.3310e+02,,,0.022007,0.000000e+00,0.000000e+00,0.09265,0.00000,0.00000,1.56,1.300e-01,-1.200e-01,0.0232,,,1053.0,,,290.51,87.21,-73.46,4506.00,121.00,-135.00,4.626,0.042,-0.028,0.6510,0.0530,-0.0530,0.6540,0.0660,-0.0540
376,9032900,K00134.01,CONFIRMED,CANDIDATE,0.0000,67.592375400,5.3350000e-04,-5.3350000e-04,12.24900,0.33200,-0.33200,4.1581e+03,7.970e+01,-7.970e+01,0.063536,5.800000e-05,-4.707000e-03,0.14489,0.21450,-0.03815,12.10,2.250e+00,-2.760e+00,0.3582,,,588.0,,,28.20,14.74,-12.70,6038.00,120.00,-120.00,4.082,0.180,-0.120,1.7440,0.3250,-0.3980,1.3410,0.1250,-0.1520
377,5956342,K01052.01,CONFIRMED,CANDIDATE,1.0000,17.029027860,7.5320000e-05,-7.5320000e-05,4.64500,0.11300,-0.11300,5.6890e+02,2.050e+01,-2.050e+01,0.021839,7.180000e-04,-5.380000e-04,1.44107,0.13324,-0.52353,2.54,3.800e-01,-4.100e-01,0.1243,,,755.0,,,76.66,31.49,-26.50,5839.00,105.00,-105.00,4.327,0.156,-0.104,1.0670,0.1560,-0.1720,0.8810,0.0700,-0.0510
378,5956342,K01052.02,CONFIRMED,CANDIDATE,0.9450,6.846192360,4.0360000e-05,-4.0360000e-05,3.52900,0.14500,-0.14500,2.4680e+02,1.520e+01,-1.520e+01,0.014341,6.660000e-04,-5.650000e-04,1.36207,0.12890,-0.54858,1.67,2.500e-01,-2.700e-01,0.0677,,,1022.0,,,258.41,106.17,-89.32,5839.00,105.00,-105.00,4.327,0.156,-0.104,1.0670,0.1560,-0.1720,0.8810,0.0700,-0.0510
379,5956342,K01052.03,CONFIRMED,CANDIDATE,0.7650,67.832163800,9.1190000e-04,-9.1190000e-04,7.35800,0.25400,-0.25400,5.0780e+02,3.330e+01,-3.330e+01,0.020550,1.091000e-03,-6.350000e-04,1.52524,0.14221,-0.54068,2.39,3.500e-01,-3.800e-01,0.3123,,,476.0,,,12.14,4.99,-4.19,5839.00,105.00,-105.00,4.327,0.156,-0.104,1.0670,0.1560,-0.1720,0.8810,0.0700,-0.0510
380,5956342,K01052.04,CONFIRMED,CANDIDATE,0.8150,43.131214700,3.5820000e-04,-3.5820000e-04,3.19800,0.18300,-0.18300,4.4780e+02,3.960e+01,-3.960e+01,0.020505,5.549000e-03,-1.363000e-03,5.06790,7.27548,-4.80233,2.39,3.500e-01,-3.900e-01,0.2309,,,554.0,,,22.21,9.13,-7.67,5839.00,105.00,-105.00,4.327,0.156,-0.104,1.0670,0.1560,-0.1720,0.8810,0.0700,-0.0510
381,5956656,K01053.01,CONFIRMED,CANDIDATE,0.9990,1.224866441,4.1350000e-06,-4.1350000e-06,1.70860,0.08410,-0.08410,1.9600e+02,1.090e+01,-1.090e+01,0.012766,4.600000e-04,-5.700000e-04,1.93938,0.31960,-0.82171,1.54,2.300e-01,-2.200e-01,0.0219,,,1741.0,,,2174.33,833.59,-669.43,5553.00,74.00,-74.00,4.320,0.137,-0.100,1.1070,0.1610,-0.1610,0.9330,0.0670,-0.0430
382,3109930,K01112.01,CONFIRMED,CANDIDATE,0.9310,37.810264900,2.1470000e-04,-2.1470000e-04,8.73300,0.13200,-0.13200,5.7030e+02,1.820e+01,-1.820e+01,0.021892,6.370000e-04,-3.900000e-04,0.50837,0.02703,-0.12678,2.33,7.200e-01,-2.900e-01,0.2188,,,566.0,,,24.27,22.61,-7.99,6085.00,182.00,-200.00,4.451,0.081,-0.202,0.9730,0.3020,-0.1210,0.9760,0.1290,-0.1160
383,2854914,K01113.01,CONFIRMED,CANDIDATE,1.0000,25.934064060,7.9120000e-05,-7.9120000e-05,4.61420,0.07320,-0.07320,4.1450e+02,1.100e+01,-1.100e+01,0.018556,5.670000e-04,-2.850000e-04,2.35284,0.12766,-0.68329,2.48,4.200e-01,-3.400e-01,0.1749,,,695.0,,,55.10,26.40,-17.40,5952.00,119.00,-119.00,4.287,0.120,-0.120,1.2250,0.2070,-0.1700,1.0590,0.0930,-0.0700
384,2854914,K01113.02,CONFIRMED,CANDIDATE,0.9120,83.446348500,3.6950000e-04,-3.6950000e-04,6.53600,0.12100,-0.12100,5.0300e+02,1.500e+01,-1.500e+01,0.020442,6.360000e-04,-3.580000e-04,2.66615,0.07323,-0.86370,2.73,4.700e-01,-3.700e-01,0.3813,,,471.0,,,11.59,5.56,-3.66,5952.00,119.00,-119.00,4.287,0.120,-0.120,1.2250,0.2070,-0.1700,1.0590,0.0930,-0.0700
385,3337425,K01114.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,7.047100320,2.5880000e-05,-2.5880000e-05,2.92600,0.15200,-0.15200,4.0090e+02,1.950e+01,-1.950e+01,0.216054,5.364235e+01,-1.192920e-01,0.03036,65.33923,-0.01008,25.20,6.770e+00,-3.940e+00,0.0710,,,986.0,,,223.84,177.07,-82.81,5766.00,156.00,-173.00,4.363,0.132,-0.181,1.0680,0.2870,-0.1670,0.9600,0.1250,-0.1020
386,3116412,K01115.01,CONFIRMED,CANDIDATE,0.9890,12.992048530,5.1570000e-05,-5.1570000e-05,6.01750,0.09630,-0.09630,2.7060e+02,8.000e+00,-8.000e+00,0.014939,4.620000e-04,-2.970000e-04,0.52036,0.02439,-0.15948,2.03,3.000e-01,-3.400e-01,0.1071,,,866.0,,,132.94,56.49,-48.16,5765.00,105.00,-116.00,4.236,0.168,-0.112,1.2420,0.1880,-0.2090,0.9680,0.0800,-0.0660
387,3865567,K01182.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,11.116202110,1.2100000e-05,-1.2100000e-05,4.21100,0.07870,-0.07870,4.8439e+03,6.730e+01,-6.730e+01,0.082423,2.437600e-02,-6.884000e-03,0.20239,0.00653,-0.06124,8.96,2.490e+00,-1.060e+00,0.0998,,,853.0,,,125.21,104.54,-41.16,6122.00,183.00,-220.00,4.471,0.048,-0.192,0.9960,0.2760,-0.1180,1.0700,0.1370,-0.1370
388,3544689,K01183.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.922861499,2.0100000e-06,-2.0100000e-06,3.57340,0.05810,-0.05810,1.9162e+03,3.120e+01,-3.120e+01,0.051164,8.940000e-04,-1.095000e-03,0.05039,0.00231,-0.00457,5.09,1.210e+00,-4.400e-01,0.0306,,,1392.0,,,884.12,621.75,-236.53,5778.00,154.00,-188.00,4.531,0.030,-0.170,0.9110,0.2170,-0.0780,1.0280,0.0900,-0.1300
389,4037164,K01184.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.635445336,2.0100000e-07,-2.0100000e-07,1.85920,0.01540,-0.01540,2.5474e+03,1.530e+01,-1.530e+01,0.316337,8.948150e-01,-1.198260e-01,0.21187,0.52016,-0.03422,19.00,1.900e+00,-2.520e+00,0.0119,,,1177.0,,,451.42,177.73,-162.78,3920.00,141.00,-156.00,4.700,0.071,-0.033,0.5500,0.0550,-0.0730,0.5540,0.0570,-0.0640
390,3443790,K01185.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.665784138,6.9300000e-07,-6.9300000e-07,1.89460,0.01820,-0.01820,2.0062e+03,1.520e+01,-1.520e+01,0.319369,3.089508e+00,-1.000010e-01,0.13880,1.22805,-0.01766,97.27,1.614e+01,-3.763e+01,0.0306,,,2636.0,,,11424.49,5918.75,-7549.72,6261.00,175.00,-159.00,3.686,0.323,-0.108,2.7890,0.4630,-1.0790,1.3780,0.2150,-0.3230
391,3966912,K01186.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,55.663916700,3.5430000e-04,-3.5430000e-04,23.54600,0.27100,-0.27100,3.4144e+03,3.880e+01,-3.880e+01,0.366484,5.195899e+00,-1.511760e-01,0.00290,0.02399,-0.00034,34.14,8.440e+00,-3.600e+00,0.2751,,,434.0,,,8.38,6.29,-2.43,5587.00,166.00,-166.00,4.528,0.055,-0.165,0.8530,0.2110,-0.0900,0.8940,0.1020,-0.0920
392,8394721,K00152.01,CONFIRMED,CANDIDATE,0.9940,52.090816270,4.2060000e-05,-4.2060000e-05,8.63880,0.02280,-0.02280,2.8941e+03,1.260e+01,-1.260e+01,0.049363,2.150000e-04,-1.150000e-04,0.78307,0.01190,-0.03532,7.14,1.330e+00,-1.090e+00,0.2822,,,592.0,,,29.07,14.87,-9.97,6198.00,111.00,-136.00,4.237,0.130,-0.117,1.3240,0.2470,-0.2020,1.1010,0.1090,-0.0810
